tiempo,valor
4270.000000000001,506.0
4271.0,515.0
4272.0,518.0
4273.0,518.0
4274.0,506.0
4275.0,506.0
4276.0,511.0
4277.0,517.0
4278.000000000001,514.0
4279.0,506.0
4280.0,501.0
4281.0,507.0
4282.0,509.0
4283.0,499.0
4284.0,508.0
4285.0,511.0
4286.000000000001,506.0
4287.0,510.0
4288.0,514.0
4289.0,508.0
4290.0,511.0
4291.0,508.0
4292.0,513.0
4293.0,518.0
4294.000000000001,511.0
4295.0,509.0
4296.0,505.0
4297.0,503.0
4298.0,503.0
4299.0,510.0
4300.0,504.0
4301.0,503.0
4302.000000000001,508.0
4303.0,508.0
4304.0,512.0
4305.0,509.0
4306.0,510.0
4307.0,516.0
4308.0,508.0
4309.0,516.0
4310.000000000001,512.0
4311.0,509.0
4312.0,502.0
4313.0,501.0
4314.0,504.0
4315.0,505.0
4316.0,509.0
4317.0,510.0
4318.000000000001,511.0
4319.0,506.0
4320.0,508.0
4321.0,514.0
4322.0,516.0
4323.0,512.0
4324.0,511.0
4325.0,510.0
4326.000000000001,515.0
4327.0,514.0
4328.0,514.0
4329.0,508.0
4330.0,502.0
4331.0,499.0
4332.0,507.0
4333.0,500.0
4334.000000000001,505.0
4335.0,512.0
4336.0,500.0
4337.0,512.0
4338.0,514.0
4339.0,513.0
4340.0,510.0
4341.0,515.0
4342.000000000001,509.0
4343.0,508.0
4344.0,517.0
4345.0,502.0
4346.0,506.0
4347.0,501.0
4348.0,513.0
4349.0,497.0
4350.000000000001,503.0
4351.0,503.0
4352.0,505.0
4353.0,511.0
4354.0,519.0
4355.0,513.0
4356.0,517.0
4357.0,517.0
4358.0,513.0
4359.0,511.0
4360.0,511.0
4361.0,511.0
4362.0,504.0
4363.0,509.0
4364.0,493.0
4365.0,505.0
4366.0,499.0
4367.0,504.0
4368.0,499.0
4369.0,505.0
4370.0,511.0
4371.0,518.0
4372.0,511.0
4373.0,512.0
4374.0,510.0
4375.0,517.0
4376.0,513.0
4377.0,516.0
4378.0,515.0
4379.0,507.0
4380.0,503.0
4381.0,509.0
4382.0,511.0
4383.0,509.0
4384.0,504.0
4385.0,504.0
4386.0,507.0
4387.0,512.0
4388.0,512.0
4389.0,515.0
4390.0,513.0
4391.0,513.0
4392.0,512.0
4393.0,510.0
4394.0,514.0
4395.000000000001,506.0
4396.0,503.0
4397.0,503.0
4398.0,513.0
4399.0,511.0
4400.0,503.0
4401.0,507.0
4402.0,504.0
4403.000000000001,501.0
4404.0,513.0
4405.0,516.0
4406.0,518.0
4407.0,516.0
4408.0,509.0
4409.0,510.0
4410.0,510.0
4411.000000000001,506.0
4412.0,516.0
4413.0,498.0
4414.0,508.0
4415.0,505.0
4416.0,504.0
4417.0,503.0
4418.0,503.0
4419.000000000001,505.0
4420.0,504.0
4421.0,516.0
4422.0,512.0
4423.0,513.0
4424.0,510.0
4425.0,517.0
4426.0,515.0
4427.000000000001,510.0
4428.0,513.0
4429.0,504.0
4430.0,506.0
4431.0,506.0
4432.0,505.0
4433.0,508.0
4434.0,503.0
4435.000000000001,511.0
4436.0,502.0
4437.0,508.0
4438.0,522.0
4439.0,511.0
4440.0,514.0
4441.0,511.0
4442.0,514.0
4443.000000000001,505.0
4444.0,517.0
4445.0,508.0
4446.0,500.0
4447.0,507.0
4448.0,505.0
4449.0,506.0
4450.0,505.0
4451.000000000001,505.0
4452.0,500.0
4453.0,508.0
4454.0,515.0
4455.0,515.0
4456.0,521.0
4457.0,506.0
4458.0,511.0
4459.000000000001,507.0
4460.0,509.0
4461.0,508.0
4462.0,511.0
4463.0,504.0
4464.0,498.0
4465.0,511.0
4466.0,507.0
4467.000000000001,508.0
4468.0,506.0
4469.0,507.0
4470.0,506.0
4471.0,514.0
4472.0,507.0
4473.0,515.0
4474.0,518.0
4475.000000000001,518.0
4476.0,507.0
4477.0,511.0
4478.0,516.0
4479.0,513.0
4480.0,504.0
4481.0,504.0
4482.0,505.0
4483.0,505.0
4484.0,506.0
4485.0,509.0
4486.0,511.0
4487.0,507.0
4488.0,513.0
4489.0,517.0
4490.0,510.0
4491.0,510.0
4492.0,506.0
4493.0,510.0
4494.0,509.0
4495.0,509.0
4496.0,504.0
4497.0,507.0
4498.0,509.0
4499.0,501.0
4500.0,511.0
4501.0,503.0
4502.0,500.0
4503.0,512.0
4504.0,510.0
4505.0,515.0
4506.0,516.0
4507.0,523.0
4508.0,511.0
4509.0,512.0
4510.0,508.0
4511.0,507.0
4512.0,503.0
4513.0,498.0
4514.0,500.0
4515.0,505.0
4516.0,504.0
4517.0,515.0
4518.0,506.0
4519.0,507.0
4520.000000000001,501.0
4521.0,511.0
4522.0,516.0
4523.0,514.0
4524.0,513.0
4525.0,515.0
4526.0,511.0
4527.0,514.0
4528.000000000001,511.0
4529.0,513.0
4530.0,503.0
4531.0,504.0
4532.0,508.0
4533.0,507.0
4534.0,509.0
4535.0,508.0
4536.000000000001,506.0
4537.0,510.0
4538.0,510.0
4539.0,516.0
4540.0,516.0
4541.0,513.0
4542.0,511.0
4543.0,512.0
4544.000000000001,515.0
4545.0,508.0
4546.0,507.0
4547.0,499.0
4548.0,509.0
4549.0,502.0
4550.0,508.0
4551.0,509.0
4552.000000000001,515.0
4553.0,503.0
4554.0,503.0
4555.0,512.0
4556.0,513.0
4557.0,518.0
4558.0,514.0
4559.0,506.0
4560.000000000001,509.0
4561.0,511.0
4562.0,506.0
4563.0,505.0
4564.0,508.0
4565.0,505.0
4566.0,506.0
4567.0,508.0
4568.000000000001,508.0
4569.0,511.0
4570.0,513.0
4571.0,502.0
4572.0,509.0
4573.0,512.0
4574.0,513.0
4575.0,512.0
4576.000000000001,508.0
4577.0,508.0
4578.0,511.0
4579.0,510.0
4580.0,501.0
4581.0,508.0
4582.0,502.0
4583.0,506.0
4584.000000000001,502.0
4585.0,514.0
4586.0,504.0
4587.0,505.0
4588.0,518.0
4589.0,519.0
4590.0,512.0
4591.0,510.0
4592.000000000001,514.0
4593.0,514.0
4594.0,516.0
4595.0,510.0
4596.0,505.0
4597.0,502.0
4598.0,508.0
4599.0,500.0
4600.000000000001,507.0
4601.0,504.0
4602.0,504.0
4603.0,507.0
4604.0,508.0
4605.0,515.0
4606.0,513.0
4607.0,510.0
4608.000000000001,511.0
4609.0,507.0
4610.0,511.0
4611.0,514.0
4612.0,509.0
4613.0,505.0
4614.0,507.0
4615.0,493.0
4616.0,501.0
4617.0,510.0
4618.0,508.0
4619.0,504.0
4620.0,508.0
4621.0,514.0
4622.0,510.0
4623.0,514.0
4624.0,518.0
4625.0,504.0
4626.0,515.0
4627.0,517.0
4628.0,511.0
4629.0,506.0
4630.0,502.0
4631.0,505.0
4632.0,505.0
4633.0,500.0
4634.0,510.0
4635.0,505.0
4636.0,505.0
4637.0,517.0
4638.0,517.0
4639.0,512.0
4640.0,506.0
4641.0,509.0
4642.0,508.0
4643.0,514.0
4644.0,508.0
4645.000000000001,516.0
4646.0,508.0
4647.0,505.0
4648.0,499.0
4649.0,503.0
4650.0,502.0
4651.0,502.0
4652.0,512.0
4653.000000000001,508.0
4654.0,512.0
4655.0,513.0
4656.0,511.0
4657.0,513.0
4658.0,511.0
4659.0,510.0
4660.0,514.0
4661.000000000001,510.0
4662.0,514.0
4663.0,499.0
4664.0,504.0
4665.0,511.0
4666.0,504.0
4667.0,508.0
4668.0,505.0
4669.000000000001,503.0
4670.0,508.0
4671.0,518.0
4672.0,512.0
4673.0,518.0
4674.0,502.0
4675.0,511.0
4676.0,508.0
4677.000000000001,519.0
4678.0,513.0
4679.0,515.0
4680.0,499.0
4681.0,507.0
4682.0,502.0
4683.0,500.0
4684.0,501.0
4685.000000000001,510.0
4686.0,503.0
4687.0,514.0
4688.0,513.0
4689.0,512.0
4690.0,511.0
4691.0,515.0
4692.0,508.0
4693.000000000001,512.0
4694.0,513.0
4695.0,511.0
4696.0,511.0
4697.0,502.0
4698.0,506.0
4699.0,497.0
4700.0,503.0
4701.000000000001,510.0
4702.0,509.0
4703.0,506.0
4704.0,508.0
4705.0,514.0
4706.0,512.0
4707.0,513.0
4708.0,519.0
4709.000000000001,504.0
4710.0,508.0
4711.0,513.0
4712.0,514.0
4713.0,504.0
4714.0,508.0
4715.0,500.0
4716.0,507.0
4717.000000000001,506.0
4718.0,509.0
4719.0,504.0
4720.0,508.0
4721.0,510.0
4722.0,514.0
4723.0,513.0
4724.0,511.0
4725.000000000001,513.0
4726.0,508.0
4727.0,513.0
4728.0,510.0
4729.0,508.0
4730.0,501.0
4731.0,509.0
4732.0,513.0
4733.000000000001,502.0
4734.0,503.0
4735.0,510.0
4736.0,513.0
4737.0,512.0
4738.0,515.0
4739.0,513.0
4740.0,507.0
4741.0,513.0
4742.0,512.0
4743.0,510.0
4744.0,516.0
4745.0,512.0
4746.0,497.0
4747.0,502.0
4748.0,508.0
4749.0,500.0
4750.0,503.0
4751.0,512.0
4752.0,509.0
4753.0,512.0
4754.0,509.0
4755.0,513.0
4756.0,515.0
4757.0,514.0
4758.0,518.0
4759.0,504.0
4760.0,519.0
4761.0,509.0
4762.0,511.0
4763.0,504.0
4764.0,499.0
4765.0,505.0
4766.0,503.0
4767.0,505.0
4768.0,510.0
4769.0,508.0
4770.000000000001,509.0
4771.0,502.0
4772.0,513.0
4773.0,513.0
4774.0,512.0
4775.0,508.0
4776.0,513.0
4777.0,510.0
4778.000000000001,517.0
4779.0,511.0
4780.0,507.0
4781.0,511.0
4782.0,506.0
4783.0,504.0
4784.0,498.0
4785.0,507.0
4786.000000000001,500.0
4787.0,511.0
4788.0,517.0
4789.0,515.0
4790.0,519.0
4791.0,517.0
4792.0,510.0
4793.0,512.0
4794.000000000001,509.0
4795.0,508.0
4796.0,501.0
4797.0,509.0
4798.0,509.0
4799.0,503.0
4800.0,506.0
4801.0,508.0
4802.000000000001,510.0
4803.0,505.0
4804.0,513.0
4805.0,518.0
4806.0,511.0
4807.0,506.0
4808.0,516.0
4809.0,506.0
4810.000000000001,511.0
4811.0,513.0
4812.0,504.0
4813.0,496.0
4814.0,502.0
4815.0,510.0
4816.0,503.0
4817.0,513.0
4818.000000000001,505.0
4819.0,504.0
4820.0,507.0
4821.0,508.0
4822.0,515.0
4823.0,517.0
4824.0,506.0
4825.0,503.0
4826.000000000001,507.0
4827.0,512.0
4828.0,511.0
4829.0,507.0
4830.0,508.0
4831.0,498.0
4832.0,505.0
4833.0,510.0
4834.000000000001,509.0
4835.0,508.0
4836.0,508.0
4837.0,509.0
4838.0,510.0
4839.0,516.0
4840.0,505.0
4841.0,510.0
4842.000000000001,514.0
4843.0,505.0
4844.0,508.0
4845.0,507.0
4846.0,509.0
4847.0,500.0
4848.0,508.0
4849.0,516.0
4850.000000000001,504.0
4851.0,513.0
4852.0,504.0
4853.0,503.0
4854.0,510.0
4855.0,518.0
4856.0,511.0
4857.0,511.0
4858.000000000001,509.0
4859.0,512.0
4860.0,507.0
4861.0,514.0
4862.0,511.0
4863.0,502.0
4864.0,509.0
4865.0,511.0
4866.0,502.0
4867.0,497.0
4868.0,504.0
4869.0,497.0
4870.0,509.0
4871.0,516.0
4872.0,514.0
4873.0,508.0
4874.0,510.0
4875.0,514.0
4876.0,512.0
4877.0,504.0
4878.0,505.0
4879.0,512.0
4880.0,505.0
4881.0,509.0
4882.0,507.0
4883.0,505.0
4884.0,505.0
4885.0,499.0
4886.0,510.0
4887.0,512.0
4888.0,512.0
4889.0,511.0
4890.0,504.0
4891.0,512.0
4892.0,514.0
4893.0,510.0
4894.0,513.0
4895.000000000001,508.0
4896.0,511.0
4897.0,509.0
4898.0,506.0
4899.0,509.0
4900.0,504.0
4901.0,501.0
4902.0,507.0
4903.000000000001,499.0
4904.0,513.0
4905.0,510.0
4906.0,509.0
4907.0,516.0
4908.0,515.0
4909.0,502.0
4910.0,514.0
4911.000000000001,519.0
4912.0,512.0
4913.0,506.0
4914.0,504.0
4915.0,502.0
4916.0,500.0
4917.0,504.0
4918.0,507.0
4919.000000000001,507.0
4920.0,510.0
4921.0,509.0
4922.0,515.0
4923.0,510.0
4924.0,514.0
4925.0,519.0
4926.0,511.0
4927.000000000001,509.0
4928.0,507.0
4929.0,508.0
4930.0,504.0
4931.0,500.0
4932.0,506.0
4933.0,500.0
4934.0,511.0
4935.000000000001,513.0
4936.0,515.0
4937.0,511.0
4938.0,513.0
4939.0,515.0
4940.0,513.0
4941.0,510.0
4942.0,507.0
4943.000000000001,509.0
4944.0,513.0
4945.0,508.0
4946.0,506.0
4947.0,504.0
4948.0,497.0
4949.0,506.0
4950.0,506.0
4951.000000000001,505.0
4952.0,502.0
4953.0,508.0
4954.0,509.0
4955.0,516.0
4956.0,511.0
4957.0,518.0
4958.0,510.0
4959.000000000001,510.0
4960.0,508.0
4961.0,511.0
4962.0,515.0
4963.0,504.0
4964.0,506.0
4965.0,508.0
4966.0,504.0
4967.000000000001,497.0
4968.0,511.0
4969.0,510.0
4970.0,502.0
4971.0,512.0
4972.0,513.0
4973.0,511.0
4974.0,510.0
4975.000000000001,512.0
4976.0,512.0
4977.0,518.0
4978.0,507.0
4979.0,507.0
4980.0,499.0
4981.0,505.0
4982.0,507.0
4983.000000000001,503.0
4984.0,507.0
4985.0,509.0
4986.0,511.0
4987.0,515.0
4988.0,514.0
4989.0,511.0
4990.0,504.0
4991.000000000001,512.0
4992.0,510.0
4993.0,512.0
4994.0,513.0
4995.0,512.0
4996.0,505.0
4997.0,506.0
4998.0,508.0
4999.0,510.0
5000.0,500.0
5001.0,504.0
5002.0,509.0
5003.0,508.0
5004.0,511.0
5005.0,512.0
5006.0,510.0
5007.0,511.0
5008.0,511.0
5009.0,507.0
5010.0,510.0
5011.0,514.0
5012.0,512.0
5013.0,502.0
5014.0,503.0
5015.0,504.0
5016.0,506.0
5017.0,508.0
5018.0,509.0
5019.0,512.0
5020.000000000001,510.0
5021.0,508.0
5022.0,515.0
5023.0,514.0
5024.0,508.0
5025.0,513.0
5026.0,510.0
5027.0,505.0
5028.000000000001,511.0
5029.0,509.0
5030.0,501.0
5031.0,503.0
5032.0,518.0
5033.0,506.0
5034.0,511.0
5035.0,502.0
5036.000000000001,507.0
5037.0,503.0
5038.0,510.0
5039.0,514.0
5040.0,511.0
5041.0,511.0
5042.0,511.0
5043.0,510.0
5044.000000000001,523.0
5045.0,506.0
5046.0,508.0
5047.0,504.0
5048.0,502.0
5049.0,505.0
5050.0,507.0
5051.0,506.0
5052.000000000001,507.0
5053.0,502.0
5054.0,512.0
5055.0,507.0
5056.0,514.0
5057.0,516.0
5058.0,515.0
5059.0,518.0
5060.000000000001,504.0
5061.0,507.0
5062.0,509.0
5063.0,512.0
5064.0,506.0
5065.0,506.0
5066.0,502.0
5067.0,507.0
5068.000000000001,510.0
5069.0,512.0
5070.0,506.0
5071.0,507.0
5072.0,506.0
5073.0,510.0
5074.0,516.0
5075.0,508.0
5076.000000000001,508.0
5077.0,515.0
5078.0,521.0
5079.0,505.0
5080.0,508.0
5081.0,511.0
5082.0,506.0
5083.0,500.0
5084.000000000001,502.0
5085.0,514.0
5086.0,511.0
5087.0,508.0
5088.0,506.0
5089.0,511.0
5090.0,513.0
5091.0,512.0
5092.000000000001,518.0
5093.0,507.0
5094.0,508.0
5095.0,509.0
5096.0,508.0
5097.0,505.0
5098.0,510.0
5099.0,500.0
5100.000000000001,504.0
5101.0,510.0
5102.0,508.0
5103.0,511.0
5104.0,508.0
5105.0,515.0
5106.0,508.0
5107.0,515.0
5108.000000000001,508.0
5109.0,508.0
5110.0,519.0
5111.0,515.0
5112.0,512.0
5113.0,509.0
5114.0,502.0
5115.0,504.0
5116.000000000001,497.0
5117.0,503.0
5118.0,510.0
5119.0,508.0
5120.0,506.0
5121.0,511.0
5122.0,508.0
5123.0,512.0
5124.0,508.0
5125.0,517.0
5126.0,510.0
5127.0,513.0
5128.0,511.0
5129.0,509.0
5130.0,503.0
5131.0,503.0
5132.0,505.0
5133.0,508.0
5134.0,504.0
5135.0,508.0
5136.0,505.0
5137.0,504.0
5138.0,511.0
5139.0,515.0
5140.0,511.0
5141.0,519.0
5142.0,512.0
5143.0,511.0
5144.0,508.0
5145.000000000001,506.0
5146.0,500.0
5147.0,504.0
5148.0,507.0
5149.0,508.0
5150.0,501.0
5151.0,511.0
5152.0,511.0
5153.000000000001,509.0
5154.0,512.0
5155.0,515.0
5156.0,507.0
5157.0,504.0
5158.0,513.0
5159.0,507.0
5160.0,505.0
5161.000000000001,508.0
5162.0,510.0
5163.0,505.0
5164.0,500.0
5165.0,513.0
5166.0,503.0
5167.0,504.0
5168.0,504.0
5169.000000000001,505.0
5170.0,512.0
5171.0,512.0
5172.0,511.0
5173.0,514.0
5174.0,509.0
5175.0,505.0
5176.0,507.0
5177.000000000001,512.0
5178.0,509.0
5179.0,506.0
5180.0,509.0
5181.0,500.0
5182.0,508.0
5183.0,511.0
5184.0,505.0
5185.000000000001,503.0
5186.0,511.0
5187.0,508.0
5188.0,511.0
5189.0,518.0
5190.0,514.0
5191.0,514.0
5192.0,512.0
5193.000000000001,511.0
5194.0,507.0
5195.0,510.0
5196.0,510.0
5197.0,503.0
5198.0,511.0
5199.0,506.0
5200.0,504.0
5201.000000000001,508.0
5202.0,508.0
5203.0,512.0
5204.0,512.0
5205.0,513.0
5206.0,504.0
5207.0,509.0
5208.0,514.0
5209.000000000001,514.0
5210.0,504.0
5211.0,513.0
5212.0,512.0
5213.0,509.0
5214.0,503.0
5215.0,506.0
5216.0,503.0
5217.000000000001,502.0
5218.0,503.0
5219.0,505.0
5220.0,502.0
5221.0,514.0
5222.0,509.0
5223.0,516.0
5224.0,514.0
5225.000000000001,518.0
5226.0,511.0
5227.0,503.0
5228.0,511.0
5229.0,512.0
5230.0,505.0
5231.0,505.0
5232.0,507.0
5233.000000000001,505.0
5234.0,504.0
5235.0,508.0
5236.0,508.0
5237.0,509.0
5238.0,510.0
5239.0,512.0
5240.0,516.0
5241.000000000001,513.0
5242.0,507.0
5243.0,508.0
5244.0,515.0
5245.0,508.0
5246.0,505.0
5247.0,499.0
5248.0,507.0
5249.0,508.0
5250.0,509.0
5251.0,503.0
5252.0,503.0
5253.0,507.0
5254.0,512.0
5255.0,512.0
5256.0,507.0
5257.0,513.0
5258.0,514.0
5259.0,511.0
5260.0,508.0
5261.0,510.0
5262.0,513.0
5263.0,506.0
5264.0,509.0
5265.0,504.0
5266.0,506.0
5267.0,512.0
5268.0,512.0
5269.0,503.0
5270.000000000001,506.0
5271.0,508.0
5272.0,509.0
5273.0,510.0
5274.0,512.0
5275.0,517.0
5276.0,515.0
5277.0,508.0
5278.000000000001,510.0
5279.0,510.0
5280.0,507.0
5281.0,504.0
5282.0,507.0
5283.0,497.0
5284.0,504.0
5285.0,510.0
5286.000000000001,519.0
5287.0,503.0
5288.0,513.0
5289.0,509.0
5290.0,506.0
5291.0,510.0
5292.0,507.0
5293.0,513.0
5294.000000000001,513.0
5295.0,515.0
5296.0,508.0
5297.0,503.0
5298.0,511.0
5299.0,502.0
5300.0,506.0
5301.0,505.0
5302.000000000001,513.0
5303.0,505.0
5304.0,512.0
5305.0,510.0
5306.0,510.0
5307.0,505.0
5308.0,512.0
5309.0,513.0
5310.000000000001,511.0
5311.0,513.0
5312.0,511.0
5313.0,508.0
5314.0,505.0
5315.0,507.0
5316.0,502.0
5317.0,507.0
5318.000000000001,508.0
5319.0,504.0
5320.0,506.0
5321.0,514.0
5322.0,508.0
5323.0,513.0
5324.0,509.0
5325.0,508.0
5326.000000000001,513.0
5327.0,516.0
5328.0,512.0
5329.0,511.0
5330.0,505.0
5331.0,496.0
5332.0,505.0
5333.0,504.0
5334.000000000001,504.0
5335.0,504.0
5336.0,511.0
5337.0,509.0
5338.0,517.0
5339.0,514.0
5340.0,512.0
5341.0,516.0
5342.000000000001,514.0
5343.0,511.0
5344.0,509.0
5345.0,514.0
5346.0,512.0
5347.0,501.0
5348.0,508.0
5349.0,507.0
5350.000000000001,508.0
5351.0,503.0
5352.0,503.0
5353.0,510.0
5354.0,508.0
5355.0,512.0
5356.0,507.0
5357.0,516.0
5358.000000000001,511.0
5359.0,515.0
5360.0,508.0
5361.0,517.0
5362.0,514.0
5363.0,503.0
5364.0,504.0
5365.0,500.0
5366.000000000001,509.0
5367.0,506.0
5368.0,504.0
5369.0,502.0
5370.0,510.0
5371.0,511.0
5372.0,516.0
5373.0,514.0
5374.000000000001,512.0
5375.0,520.0
5376.0,519.0
5377.0,513.0
5378.0,507.0
5379.0,504.0
5380.0,498.0
5381.0,502.0
5382.0,507.0
5383.0,502.0
5384.0,509.0
5385.0,504.0
5386.0,508.0
5387.0,506.0
5388.0,515.0
5389.0,508.0
5390.0,524.0
5391.0,519.0
5392.0,509.0
5393.0,509.0
5394.0,510.0
5395.000000000001,512.0
5396.0,514.0
5397.0,505.0
5398.0,503.0
5399.0,507.0
5400.0,499.0
5401.0,513.0
5402.0,507.0
5403.000000000001,507.0
5404.0,509.0
5405.0,517.0
5406.0,512.0
5407.0,506.0
5408.0,515.0
5409.0,515.0
5410.0,501.0
5411.000000000001,509.0
5412.0,513.0
5413.0,504.0
5414.0,503.0
5415.0,511.0
5416.0,505.0
5417.0,504.0
5418.0,501.0
5419.000000000001,499.0
5420.0,509.0
5421.0,514.0
5422.0,522.0
5423.0,510.0
5424.0,515.0
5425.0,515.0
5426.0,503.0
5427.000000000001,505.0
5428.0,504.0
5429.0,506.0
5430.0,511.0
5431.0,508.0
5432.0,509.0
5433.0,502.0
5434.0,503.0
5435.000000000001,512.0
5436.0,511.0
5437.0,513.0
5438.0,517.0
5439.0,512.0
5440.0,514.0
5441.0,514.0
5442.0,511.0
5443.000000000001,506.0
5444.0,509.0
5445.0,508.0
5446.0,505.0
5447.0,502.0
5448.0,508.0
5449.0,502.0
5450.0,502.0
5451.000000000001,511.0
5452.0,508.0
5453.0,507.0
5454.0,516.0
5455.0,512.0
5456.0,507.0
5457.0,515.0
5458.0,518.0
5459.000000000001,512.0
5460.0,514.0
5461.0,511.0
5462.0,503.0
5463.0,504.0
5464.0,506.0
5465.0,503.0
5466.0,509.0
5467.000000000001,504.0
5468.0,508.0
5469.0,505.0
5470.0,505.0
5471.0,509.0
5472.0,514.0
5473.0,513.0
5474.0,508.0
5475.000000000001,511.0
5476.0,509.0
5477.0,508.0
5478.0,509.0
5479.0,507.0
5480.0,505.0
5481.0,503.0
5482.0,512.0
5483.000000000001,500.0
5484.0,511.0
5485.0,503.0
5486.0,505.0
5487.0,512.0
