tiempo,valor
3472.0,493.0
3473.0,497.0
3474.0,502.0
3475.0,506.0
3476.0,508.0
3477.0,506.0
3478.0,510.0
3479.0,516.0
3480.0,521.0
3481.0,521.0
3482.0,518.0
3483.0,514.0
3484.0,511.0
3485.0,508.0
3486.0,507.0
3487.0,501.0
3488.0,499.0
3489.0,500.0
3490.0,504.0
3491.0,508.0
3492.0,507.0
3493.0,506.0
3494.0,508.0
3495.0,512.0
3496.0,524.0
3497.0,523.0
3498.0,512.0
3499.0,510.0
3500.0,511.0
3501.0,508.0
3502.0,507.0
3503.0,507.0
3504.0,501.0
3505.0,499.0
3506.0,504.0
3507.0,504.0
3508.0,504.0
3509.0,506.0
3510.0000000000005,507.0
3511.0,510.0
3512.0,514.0
3513.0,521.0
3514.0000000000005,520.0
3515.0,515.0
3516.0,514.0
3517.0,511.0
3518.0000000000005,510.0
3519.0,511.0
3520.0,505.0
3521.0,500.0
3522.0000000000005,494.0
3523.0,499.0
3524.0,502.0
3525.0,506.0
3526.0000000000005,508.0
3527.0,510.0
3528.0,513.0
3529.0,519.0
3530.0000000000005,519.0
3531.0,518.0
3532.0,515.0
3533.0,509.0
3534.0000000000005,511.0
3535.0,515.0
3536.0,512.0
3537.0,500.0
3538.0000000000005,491.0
3539.0,493.0
3540.0,500.0
3541.0,504.0
3542.0000000000005,505.0
3543.0,510.0
3544.0,510.0
3545.0,513.0
3546.0000000000005,520.0
3547.0,519.0
3548.0,518.0
3549.0,518.0
3550.0000000000005,514.0
3551.0,508.0
3552.0,507.0
3553.0,508.0
3554.0000000000005,504.0
3555.0,503.0
3556.0,502.0
3557.0,499.0
3558.0000000000005,499.0
3559.0,504.0
3560.0,508.0
3561.0,511.0
3562.0000000000005,516.0
3563.0,519.0
3564.0,519.0
3565.0,514.0
3566.0000000000005,514.0
3567.0,512.0
3568.0,511.0
3569.0,507.0
3570.0000000000005,505.0
3571.0,501.0
3572.0,498.0
3573.0,500.0
3574.0000000000005,507.0
3575.0,508.0
3576.0,511.0
3577.0,509.0
3578.0000000000005,512.0
3579.0,514.0
3580.0,518.0
3581.0,519.0
3582.0000000000005,514.0
3583.0,512.0
3584.0,511.0
3585.0,510.0
3586.0,508.0
3587.0,503.0
3588.0,499.0
3589.0,499.0
3590.0,503.0
3591.0,503.0
3592.0,506.0
3593.0,505.0
3594.0,508.0
3595.0,514.0
3596.0,520.0
3597.0,519.0
3598.0,518.0
3599.0,516.0
3600.0,514.0
3601.0,512.0
3602.0,508.0
3603.0,503.0
3604.0,497.0
3605.0,493.0
3606.0,499.0
3607.0,504.0
3608.0,504.0
3609.0,506.0
3610.0,512.0
3611.0,516.0
3612.0,520.0
3613.0,519.0
3614.0,511.0
3615.0,510.0
3616.0,514.0
3617.0,516.0
3618.0,512.0
3619.0,510.0
3620.0,507.0
3621.0,497.0
3622.0,498.0
3623.0,503.0
3624.0,500.0
3625.0,502.0
3626.0,509.0
3627.0,512.0
3628.0,514.0
3629.0,516.0
3630.0,520.0
3631.0,518.0
3632.0,513.0
3633.0,512.0
3634.0,510.0
3635.0000000000005,509.0
3636.0,508.0
3637.0,504.0
3638.0,498.0
3639.0000000000005,498.0
3640.0,501.0
3641.0,502.0
3642.0,505.0
3643.0000000000005,505.0
3644.0,510.0
3645.0,516.0
3646.0,519.0
3647.0000000000005,521.0
3648.0,518.0
3649.0,516.0
3650.0,513.0
3651.0000000000005,510.0
3652.0,509.0
3653.0,507.0
3654.0,495.0
3655.0000000000005,492.0
3656.0,500.0
3657.0,502.0
3658.0,505.0
3659.0000000000005,508.0
3660.0,508.0
3661.0,513.0
3662.0,519.0
3663.0000000000005,519.0
3664.0,517.0
3665.0,518.0
3666.0,516.0
3667.0000000000005,512.0
3668.0,510.0
3669.0,509.0
3670.0,503.0
3671.0000000000005,499.0
3672.0,496.0
3673.0,499.0
3674.0,504.0
3675.0000000000005,505.0
3676.0,505.0
3677.0,508.0
3678.0,512.0
3679.0000000000005,519.0
3680.0,521.0
3681.0,520.0
3682.0,514.0
3683.0000000000005,514.0
3684.0,510.0
3685.0,510.0
3686.0,509.0
3687.0000000000005,503.0
3688.0,498.0
3689.0,499.0
3690.0,500.0
3691.0000000000005,504.0
3692.0,504.0
3693.0,508.0
3694.0,510.0
3695.0000000000005,514.0
3696.0,520.0
3697.0,523.0
3698.0,521.0
3699.0000000000005,517.0
3700.0,514.0
3701.0,509.0
3702.0,507.0
3703.0000000000005,502.0
3704.0,498.0
3705.0,497.0
3706.0,497.0
3707.0000000000005,502.0
3708.0,507.0
3709.0,508.0
3710.0,508.0
3711.0000000000005,513.0
3712.0,517.0
3713.0,519.0
3714.0,519.0
3715.0,516.0
3716.0,513.0
3717.0,511.0
3718.0,508.0
3719.0,509.0
3720.0,506.0
3721.0,501.0
3722.0,498.0
3723.0,498.0
3724.0,501.0
3725.0,502.0
3726.0,510.0
3727.0,511.0
3728.0,515.0
3729.0,515.0
3730.0,516.0
3731.0,520.0
3732.0,521.0
3733.0,518.0
3734.0,512.0
3735.0,506.0
3736.0,508.0
3737.0,505.0
3738.0,501.0
3739.0,495.0
3740.0,489.0
3741.0,501.0
3742.0,508.0
3743.0,508.0
3744.0,510.0
3745.0,515.0
3746.0,521.0
3747.0,520.0
3748.0,518.0
3749.0,515.0
3750.0,513.0
3751.0,510.0
3752.0,508.0
3753.0,506.0
3754.0,501.0
3755.0,498.0
3756.0,502.0
3757.0,503.0
3758.0,504.0
3759.0,507.0
3760.0000000000005,506.0
3761.0,512.0
3762.0,517.0
3763.0,524.0
3764.0000000000005,521.0
3765.0,519.0
3766.0,511.0
3767.0,507.0
3768.0000000000005,508.0
3769.0,508.0
3770.0,501.0
3771.0,497.0
3772.0000000000005,500.0
3773.0,502.0
3774.0,506.0
3775.0,508.0
3776.0000000000005,509.0
3777.0,501.0
3778.0,512.0
3779.0,522.0
3780.0000000000005,524.0
3781.0,520.0
3782.0,516.0
3783.0,511.0
3784.0000000000005,512.0
3785.0,511.0
3786.0,502.0
3787.0,492.0
3788.0000000000005,496.0
3789.0,499.0
3790.0,503.0
3791.0,505.0
3792.0000000000005,506.0
3793.0,509.0
3794.0,512.0
3795.0,516.0
3796.0000000000005,522.0
3797.0,522.0
3798.0,518.0
3799.0,515.0
3800.0000000000005,512.0
3801.0,510.0
3802.0,508.0
3803.0,506.0
3804.0000000000005,499.0
3805.0,498.0
3806.0,498.0
3807.0,502.0
3808.0000000000005,504.0
3809.0,507.0
3810.0,509.0
3811.0,513.0
3812.0000000000005,518.0
3813.0,521.0
3814.0,519.0
3815.0,517.0
3816.0000000000005,514.0
3817.0,511.0
3818.0,508.0
3819.0,508.0
3820.0000000000005,504.0
3821.0,499.0
3822.0,499.0
3823.0,497.0
3824.0000000000005,496.0
3825.0,504.0
3826.0,510.0
3827.0,511.0
3828.0000000000005,512.0
3829.0,515.0
3830.0,518.0
3831.0,517.0
3832.0000000000005,518.0
3833.0,514.0
3834.0,510.0
3835.0,507.0
3836.0000000000005,508.0
3837.0,500.0
3838.0,499.0
3839.0,499.0
3840.0,502.0
3841.0,505.0
3842.0,509.0
3843.0,509.0
3844.0,510.0
3845.0,514.0
3846.0,521.0
3847.0,522.0
3848.0,520.0
3849.0,516.0
3850.0,509.0
3851.0,508.0
3852.0,507.0
3853.0,505.0
3854.0,498.0
3855.0,488.0
3856.0,499.0
3857.0,503.0
3858.0,507.0
3859.0,509.0
3860.0,511.0
3861.0,510.0
3862.0,516.0
3863.0,520.0
3864.0,520.0
3865.0,516.0
3866.0,515.0
3867.0,510.0
3868.0,510.0
3869.0,507.0
3870.0,503.0
3871.0,498.0
3872.0,499.0
3873.0,503.0
3874.0,507.0
3875.0,506.0
3876.0,507.0
3877.0,508.0
3878.0,513.0
3879.0,519.0
3880.0,522.0
3881.0,519.0
3882.0,513.0
3883.0,511.0
3884.0,511.0
3885.0000000000005,511.0
3886.0,506.0
3887.0,500.0
3888.0,496.0
3889.0000000000005,497.0
3890.0,499.0
3891.0,504.0
3892.0,506.0
3893.0000000000005,509.0
3894.0,510.0
3895.0,517.0
3896.0,519.0
3897.0000000000005,521.0
3898.0,518.0
3899.0,515.0
3900.0,510.0
3901.0000000000005,510.0
3902.0,506.0
3903.0,504.0
3904.0,499.0
3905.0000000000005,498.0
3906.0,498.0
3907.0,503.0
3908.0,505.0
3909.0000000000005,509.0
3910.0,509.0
3911.0,511.0
3912.0,516.0
3913.0000000000005,522.0
3914.0,519.0
3915.0,516.0
3916.0,515.0
3917.0000000000005,513.0
3918.0,509.0
3919.0,508.0
3920.0,504.0
3921.0000000000005,498.0
3922.0,497.0
3923.0,500.0
3924.0,503.0
3925.0000000000005,504.0
3926.0,508.0
3927.0,508.0
3928.0,514.0
3929.0000000000005,519.0
3930.0,523.0
3931.0,519.0
3932.0,518.0
3933.0000000000005,513.0
3934.0,512.0
3935.0,507.0
3936.0,507.0
3937.0000000000005,502.0
3938.0,497.0
3939.0,498.0
3940.0,502.0
3941.0000000000005,505.0
3942.0,507.0
3943.0,507.0
3944.0,510.0
3945.0000000000005,516.0
3946.0,519.0
3947.0,520.0
3948.0,517.0
3949.0000000000005,513.0
3950.0,513.0
3951.0,508.0
3952.0,505.0
3953.0000000000005,508.0
3954.0,500.0
3955.0,497.0
3956.0,500.0
3957.0000000000005,503.0
3958.0,504.0
3959.0,508.0
3960.0,508.0
3961.0000000000005,514.0
3962.0,517.0
3963.0,522.0
3964.0,518.0
3965.0000000000005,516.0
3966.0,513.0
3967.0,511.0
3968.0,506.0
3969.0,508.0
3970.0,502.0
3971.0,498.0
3972.0,496.0
3973.0,499.0
3974.0,504.0
3975.0,505.0
3976.0,508.0
3977.0,510.0
3978.0,514.0
3979.0,518.0
3980.0,520.0
3981.0,520.0
3982.0,516.0
3983.0,513.0
3984.0,511.0
3985.0,509.0
3986.0,508.0
3987.0,502.0
3988.0,497.0
3989.0,498.0
3990.0,502.0
3991.0,506.0
3992.0,505.0
3993.0,507.0
3994.0,510.0
3995.0,515.0
3996.0,521.0
3997.0,527.0
3998.0,518.0
3999.0,517.0
