tiempo,valor
8000.0,502.0
8000.999999999999,498.0
8002.000000000001,488.0
8003.0,492.0
8004.0,513.0
8005.000000000001,532.0
8006.0,514.0
8007.0,512.0
8008.000000000001,515.0
8009.0,520.0
8010.0,531.0
8011.000000000001,536.0
8012.0,522.0
8013.0,504.0
8013.999999999999,497.0
8015.000000000001,500.0
8016.0,492.0
8016.999999999999,495.0
8018.000000000001,508.0
8019.0,513.0
8020.0,504.0
8021.000000000001,503.0
8022.0,511.0
8023.0,517.0
8024.000000000001,511.0
8025.0,506.0
8026.0,503.0
8027.000000000001,502.0
8028.000000000001,522.0
8029.0,539.0
8029.999999999999,524.0
8031.000000000001,505.0
8032.0,497.0
8032.999999999999,497.0
8034.000000000001,501.0
8035.0,514.0
8036.0,505.0
8037.000000000001,495.0
8038.0,497.0
8039.0,505.0
8040.000000000001,503.0
8041.0,505.0
8042.0,510.0
8043.000000000001,511.0
8044.000000000001,516.0
8045.0,515.0
8045.999999999999,511.0
8047.000000000001,520.0
8048.0,533.0
8048.999999999999,517.0
8050.000000000001,502.0
8051.0,502.0
8052.0,501.0
8053.000000000001,502.0
8054.0,508.0
8055.0,512.0
8056.000000000001,510.0
8057.0,504.0
8058.0,497.0
8059.000000000001,515.0
8060.000000000001,537.0
8061.0,508.0
8061.999999999999,495.0
8063.000000000001,506.0
8064.0,518.0
8064.999999999999,515.0
8066.000000000001,496.0
8067.0,473.0
8068.0,475.0
8069.000000000001,491.0
8070.0,520.0
8071.0,566.0
8072.000000000001,556.0
8073.0,524.0
8074.0,510.0
8074.999999999999,509.0
8076.000000000001,505.0
8077.0,501.0
8077.999999999999,504.0
8079.000000000001,507.0
8080.0,506.0
8080.999999999999,504.0
8082.000000000001,505.0
8083.0,496.0
8084.0,483.0
8085.000000000001,487.0
8086.0,507.0
8087.0,525.0
8088.000000000001,525.0
8089.0,523.0
8090.0,514.0
8090.999999999999,514.0
8092.000000000001,516.0
8093.0,511.0
8093.999999999999,512.0
8095.000000000001,518.0
8096.0,514.0
8096.999999999999,497.0
8098.000000000001,489.0
8099.0,490.0
8100.0,485.0
8101.000000000001,479.0
8102.0,508.0
8103.0,537.0
8104.000000000001,538.0
8105.0,527.0
8106.0,525.0
8106.999999999999,506.0
8108.000000000001,502.0
8109.0,514.0
8109.999999999999,518.0
8111.000000000001,515.0
8112.0,508.0
8113.0,504.0
8114.000000000001,499.0
8115.0,496.0
8116.0,484.0
8117.000000000001,477.0
8118.0,496.0
8119.0,513.0
8120.000000000001,527.0
8121.0,521.0
8122.0,520.0
8122.999999999999,517.0
8124.000000000001,519.0
8125.0,520.0
8125.999999999999,516.0
8127.000000000001,511.0
8128.0,511.0
8129.0,507.0
8130.000000000001,507.0
8131.0,508.0
8132.0,502.0
8133.000000000001,502.0
8134.0,506.0
8135.0,506.0
8136.000000000001,504.0
8137.0,496.0
8138.0,498.0
8138.999999999999,506.0
8140.000000000001,500.0
8141.0,507.0
8141.999999999999,516.0
8143.000000000001,514.0
8144.0,518.0
8145.0,510.0
8146.000000000001,511.0
8147.0,527.0
